,Acc_X,Acc_Y,Acc_Z,EDA_Level,Heart_Rate,Skin_Temperature,id,datetime,Stress_Level
214581,17.0,-32.0,-53.0,2.254217,100.67,33.63,15,2020-07-22 21:19:45.468750080,2.0
214582,17.0,-32.0,-52.0,2.252935,100.67,33.63,15,2020-07-22 21:19:45.500000000,2.0
214611,17.0,-34.0,-51.0,2.208091,100.85,33.65,15,2020-07-22 21:19:46.406249984,2.0
214615,17.0,-34.0,-51.0,2.19656,100.85,33.65,15,2020-07-22 21:19:46.531249920,2.0
214616,17.0,-34.0,-51.0,2.19656,100.85,33.65,15,2020-07-22 21:19:46.562500096,2.0
214617,17.0,-35.0,-51.0,2.19656,100.85,33.65,15,2020-07-22 21:19:46.593750016,2.0
214620,17.0,-34.0,-52.0,2.19656,100.85,33.65,15,2020-07-22 21:19:46.687500032,2.0
214621,17.0,-34.0,-50.0,2.19656,100.85,33.65,15,2020-07-22 21:19:46.718749952,2.0
214627,17.0,-36.0,-53.0,2.197842,100.85,33.65,15,2020-07-22 21:19:46.906249984,2.0
214628,17.0,-35.0,-51.0,2.197842,100.85,33.65,15,2020-07-22 21:19:46.937499904,2.0
214670,17.0,-38.0,-49.0,2.185029,100.87,33.65,15,2020-07-22 21:19:48.249999872,2.0
215701,17.0,-35.0,-50.0,2.095341,90.02,33.65,15,2020-07-22 21:20:20.468750080,2.0
215749,17.0,-31.0,-61.0,2.090216,89.73,33.65,15,2020-07-22 21:20:21.968750080,2.0
215754,17.0,-25.0,-51.0,2.092779,89.67,33.66,15,2020-07-22 21:20:22.124999936,2.0
215775,17.0,-37.0,-52.0,2.095341,89.67,33.66,15,2020-07-22 21:20:22.781250048,2.0
215880,17.0,-66.0,-40.0,2.085091,89.47,33.65,15,2020-07-22 21:20:26.062500096,2.0
215909,17.0,-34.0,-45.0,2.106873,89.47,33.65,15,2020-07-22 21:20:26.968750080,2.0
215942,17.0,-39.0,-45.0,2.105591,89.4,33.66,15,2020-07-22 21:20:28.000000000,2.0
215943,17.0,-41.0,-46.0,2.105591,89.4,33.66,15,2020-07-22 21:20:28.031249920,2.0
216587,17.0,-29.0,15.0,2.245248,92.1,33.75,15,2020-07-22 21:20:48.156250112,2.0
216828,17.0,4.0,32.0,2.557874,93.6,33.77,15,2020-07-22 21:20:55.687500032,2.0
216918,17.0,-20.0,14.0,2.460499,94.18,33.65,15,2020-07-22 21:20:58.500000000,2.0
217072,17.0,-68.0,-6.0,2.537374,95.13,33.73,15,2020-07-22 21:21:03.312499968,2.0
217122,17.0,-117.0,-44.0,2.600155,95.37,33.71,15,2020-07-22 21:21:04.875000064,2.0
217192,17.0,-68.0,-5.0,2.474592,95.72,33.73,15,2020-07-22 21:21:07.062500096,2.0
217197,17.0,-92.0,-22.0,2.474592,95.72,33.73,15,2020-07-22 21:21:07.218749952,2.0
217243,17.0,-75.0,-22.0,2.561718,95.88,33.77,15,2020-07-22 21:21:08.656250112,2.0
217607,17.0,-83.0,50.0,2.21706,95.35,33.77,15,2020-07-22 21:21:20.031249920,2.0
217760,17.0,-3.0,90.0,2.570687,94.62,33.77,15,2020-07-22 21:21:24.812499968,2.0
217982,17.0,55.0,29.0,2.639874,92.22,33.68,15,2020-07-22 21:21:31.750000128,2.0
218011,17.0,24.0,62.0,2.573249,91.73,33.68,15,2020-07-22 21:21:32.656250112,2.0
218147,17.0,27.0,-51.0,2.59503,89.73,33.65,15,2020-07-22 21:21:36.906249984,2.0
218266,17.0,82.0,-30.0,2.733406,88.02,33.65,15,2020-07-22 21:21:40.624999936,2.0
218323,17.0,-95.0,87.0,2.771954,87.22,33.63,15,2020-07-22 21:21:42.406249984,2.0
218357,17.0,23.0,69.0,2.720703,86.78,33.49,15,2020-07-22 21:21:43.468750080,2.0
218441,17.0,-65.0,-2.0,2.815516,86.02,33.59,15,2020-07-22 21:21:46.093750016,2.0
218574,17.0,-47.0,-7.0,2.994892,85.58,33.71,15,2020-07-22 21:21:50.249999872,2.0
218702,17.0,-5.0,50.0,2.950048,85.47,33.63,15,2020-07-22 21:21:54.249999872,2.0
218707,17.0,29.0,42.0,2.950048,85.47,33.63,15,2020-07-22 21:21:54.406249984,2.0
218961,17.0,9.0,30.0,3.012829,84.48,33.53,15,2020-07-22 21:22:02.343749888,2.0
219141,17.0,38.0,-1.0,3.437558,84.1,33.65,15,2020-07-22 21:22:07.968750080,2.0
219361,17.0,-5.0,40.0,3.148642,83.27,33.57,15,2020-07-22 21:22:14.843749888,2.0
219371,17.0,27.0,44.0,3.076892,83.17,33.63,15,2020-07-22 21:22:15.156250112,2.0
219518,17.0,41.0,32.0,3.540058,82.83,33.61,15,2020-07-22 21:22:19.750000128,2.0
220148,17.0,22.0,44.0,3.26908,86.02,33.61,15,2020-07-22 21:22:39.437499904,2.0
220156,17.0,6.0,76.0,3.280611,86.02,33.61,15,2020-07-22 21:22:39.687500032,2.0
220176,17.0,21.0,59.0,1.773746,86.15,33.59,15,2020-07-22 21:22:40.312499968,2.0
220224,17.0,14.0,63.0,1.606045,86.3,33.55,15,2020-07-22 21:22:41.812499968,2.0
220241,17.0,16.0,54.0,1.951984,86.42,33.53,15,2020-07-22 21:22:42.343749888,2.0
220253,17.0,14.0,48.0,2.442704,86.42,33.53,15,2020-07-22 21:22:42.718749952,2.0
220262,17.0,24.0,60.0,1.903153,86.6,33.55,15,2020-07-22 21:22:43.000000000,2.0
220397,17.0,26.0,48.0,2.387577,86.67,33.57,15,2020-07-22 21:22:47.218749952,2.0
220666,17.0,-65.0,85.0,3.486246,86.08,33.53,15,2020-07-22 21:22:55.624999936,2.0
220718,17.0,-20.0,67.0,3.537496,86.13,33.59,15,2020-07-22 21:22:57.249999872,2.0
223899,17.0,52.0,27.0,2.74761,77.93,33.29,15,2020-07-22 21:24:36.656250112,2.0
223902,17.0,57.0,26.0,2.759141,77.93,33.29,15,2020-07-22 21:24:36.750000128,2.0
229422,17.0,44.0,34.0,2.377217,76.32,33.11,15,2020-07-22 21:27:29.249999872,2.0
229517,17.0,54.0,24.0,2.48228,75.77,33.07,15,2020-07-22 21:27:32.218749952,2.0
232601,17.0,-52.0,-7.0,3.365174,84.32,33.37,15,2020-07-22 21:29:08.593750016,2.0
232754,17.0,31.0,81.0,3.311995,82.82,33.45,15,2020-07-22 21:29:13.375000064,2.0
232774,17.0,41.0,39.0,3.331214,82.58,33.49,15,2020-07-22 21:29:14.000000000,2.0
233713,17.0,-61.0,-9.0,3.387589,81.5,33.65,15,2020-07-22 21:29:43.343749888,2.0
235106,17.0,50.0,32.0,3.192838,96.73,33.73,15,2020-07-22 21:30:26.875000064,2.0
235118,17.0,73.0,34.0,3.185151,97.02,33.71,15,2020-07-22 21:30:27.249999872,2.0
235134,17.0,71.0,45.0,3.200526,97.02,33.71,15,2020-07-22 21:30:27.750000128,2.0
235136,17.0,47.0,36.0,3.200526,97.02,33.71,15,2020-07-22 21:30:27.812499968,2.0
236255,17.0,8.0,29.0,3.035244,100.53,33.61,15,2020-07-22 21:31:02.781250048,2.0
236965,17.0,-96.0,-7.0,2.92186,94.73,33.65,15,2020-07-22 21:31:24.968750080,2.0
237233,17.0,-57.0,0.0,2.810391,94.48,33.63,15,2020-07-22 21:31:33.343749888,2.0
237289,17.0,-68.0,13.0,2.828329,94.35,33.61,15,2020-07-22 21:31:35.093750016,2.0
237438,17.0,-48.0,0.0,2.827047,93.98,33.61,15,2020-07-22 21:31:39.750000128,2.0
237801,17.0,-64.0,-10.0,2.814235,95.77,33.49,15,2020-07-22 21:31:51.093750016,2.0
243168,17.0,-60.0,1.0,9.520664,118.38,31.81,15,2020-07-24 13:12:38.781250048,2.0
243514,17.0,-32.0,51.0,9.522788,115.4,31.95,15,2020-07-24 13:12:49.593750016,2.0
243536,17.0,-38.0,59.0,9.424113,114.87,31.93,15,2020-07-24 13:12:50.281250048,2.0
244807,17.0,51.0,34.0,9.750846,86.12,31.79,15,2020-07-24 13:13:30.000000000,2.0
244808,17.0,51.0,35.0,9.750846,86.12,31.79,15,2020-07-24 13:13:30.031249920,2.0
245588,17.0,46.0,44.0,8.632595,81.38,31.83,15,2020-07-24 13:13:54.406249984,2.0
245589,17.0,45.0,42.0,8.632595,81.38,31.83,15,2020-07-24 13:13:54.437499904,2.0
245590,17.0,44.0,41.0,8.632595,81.38,31.83,15,2020-07-24 13:13:54.468750080,2.0
245622,17.0,44.0,42.0,8.567239,81.57,31.95,15,2020-07-24 13:13:55.468750080,2.0
245895,17.0,55.0,27.0,9.517662,84.8,31.97,15,2020-07-24 13:14:04.000000000,2.0
245899,17.0,55.0,25.0,9.517662,84.8,31.97,15,2020-07-24 13:14:04.124999936,2.0
245901,17.0,55.0,26.0,9.517662,84.8,31.97,15,2020-07-24 13:14:04.187500032,2.0
245902,17.0,54.0,28.0,9.517662,84.8,31.97,15,2020-07-24 13:14:04.218749952,2.0
245903,17.0,54.0,29.0,9.536884,84.8,31.97,15,2020-07-24 13:14:04.249999872,2.0
245906,17.0,56.0,26.0,9.536884,84.8,31.97,15,2020-07-24 13:14:04.343749888,2.0
246109,17.0,54.0,30.0,9.608647,85.83,31.79,15,2020-07-24 13:14:10.687500032,2.0
246422,17.0,57.0,29.0,9.365165,86.67,31.75,15,2020-07-24 13:14:20.468750080,2.0
246540,17.0,54.0,30.0,9.603521,87.38,31.73,15,2020-07-24 13:14:24.156250112,2.0
247381,17.0,55.0,30.0,9.467684,93.0,31.79,15,2020-07-24 13:14:50.437499904,2.0
247386,17.0,55.0,27.0,9.449743,93.0,31.79,15,2020-07-24 13:14:50.593750016,2.0
247395,17.0,55.0,29.0,9.453588,93.0,31.79,15,2020-07-24 13:14:50.875000064,2.0
247399,17.0,54.0,29.0,9.445899,93.37,31.79,15,2020-07-24 13:14:51.000000000,2.0
247400,17.0,55.0,27.0,9.445899,93.37,31.79,15,2020-07-24 13:14:51.031249920,2.0
247409,17.0,54.0,29.0,9.451025,93.37,31.79,15,2020-07-24 13:14:51.312499968,2.0
247410,17.0,53.0,31.0,9.451025,93.37,31.79,15,2020-07-24 13:14:51.343749888,2.0
247429,17.0,56.0,27.0,9.632996,93.37,31.79,15,2020-07-24 13:14:51.937499904,2.0
247439,17.0,55.0,26.0,9.81753,93.47,31.75,15,2020-07-24 13:14:52.249999872,2.0
247471,17.0,56.0,24.0,9.81881,93.3,31.75,15,2020-07-24 13:14:53.249999872,2.0
247481,17.0,57.0,19.0,9.772677,93.3,31.75,15,2020-07-24 13:14:53.562500096,2.0
247482,17.0,55.0,26.0,9.772677,93.3,31.75,15,2020-07-24 13:14:53.593750016,2.0
247515,17.0,54.0,25.0,9.600959,93.15,31.75,15,2020-07-24 13:14:54.624999936,2.0
247742,17.0,55.0,25.0,9.779085,91.98,31.77,15,2020-07-24 13:15:01.718749952,2.0
247743,17.0,55.0,27.0,9.816248,91.98,31.77,15,2020-07-24 13:15:01.750000128,2.0
247751,17.0,55.0,32.0,9.811122,91.65,31.73,15,2020-07-24 13:15:02.000000000,2.0
247752,17.0,55.0,31.0,9.811122,91.65,31.73,15,2020-07-24 13:15:02.031249920,2.0
247754,17.0,53.0,26.0,9.811122,91.65,31.73,15,2020-07-24 13:15:02.093750016,2.0
247772,17.0,53.0,31.0,9.731669,91.65,31.73,15,2020-07-24 13:15:02.656250112,2.0
247816,17.0,54.0,26.0,9.613773,91.18,31.71,15,2020-07-24 13:15:04.031249920,2.0
247817,17.0,55.0,25.0,9.613773,91.18,31.71,15,2020-07-24 13:15:04.062500096,2.0
247920,17.0,53.0,28.0,10.086595,90.65,31.67,15,2020-07-24 13:15:07.281250048,2.0
247925,17.0,55.0,28.0,10.086595,90.65,31.67,15,2020-07-24 13:15:07.437499904,2.0
247926,17.0,52.0,29.0,10.086595,90.65,31.67,15,2020-07-24 13:15:07.468750080,2.0
247927,17.0,52.0,32.0,10.041743,90.65,31.67,15,2020-07-24 13:15:07.500000000,2.0
248023,17.0,57.0,21.0,9.591942,90.3,31.75,15,2020-07-24 13:15:10.500000000,2.0
248025,17.0,56.0,24.0,9.591942,90.3,31.75,15,2020-07-24 13:15:10.562500096,2.0
248029,17.0,56.0,23.0,9.591942,90.3,31.75,15,2020-07-24 13:15:10.687500032,2.0
248030,17.0,57.0,22.0,9.591942,90.3,31.75,15,2020-07-24 13:15:10.718749952,2.0
248044,17.0,56.0,25.0,9.553497,90.25,31.75,15,2020-07-24 13:15:11.156250112,2.0
248045,17.0,56.0,24.0,9.553497,90.25,31.75,15,2020-07-24 13:15:11.187500032,2.0
248072,17.0,56.0,26.0,9.449697,90.32,31.73,15,2020-07-24 13:15:12.031249920,2.0
248073,17.0,56.0,26.0,9.449697,90.32,31.73,15,2020-07-24 13:15:12.062500096,2.0
248075,17.0,58.0,24.0,9.449697,90.32,31.73,15,2020-07-24 13:15:12.124999936,2.0
248079,17.0,56.0,30.0,9.436928,90.32,31.73,15,2020-07-24 13:15:12.249999872,2.0
248210,17.0,36.0,61.0,9.465075,90.37,31.67,15,2020-07-24 13:15:16.343749888,2.0
248485,17.0,47.0,31.0,8.994816,89.05,32.05,15,2020-07-24 13:15:24.937499904,2.0
248486,17.0,49.0,31.0,8.994816,89.05,32.05,15,2020-07-24 13:15:24.968750080,2.0
248487,17.0,47.0,32.0,9.062735,88.88,32.07,15,2020-07-24 13:15:25.000000000,2.0
248489,17.0,46.0,36.0,9.062735,88.88,32.07,15,2020-07-24 13:15:25.062500096,2.0
248490,17.0,46.0,37.0,9.062735,88.88,32.07,15,2020-07-24 13:15:25.093750016,2.0
248491,17.0,46.0,36.0,9.062735,88.88,32.07,15,2020-07-24 13:15:25.124999936,2.0
248495,17.0,51.0,34.0,8.938431,88.88,32.07,15,2020-07-24 13:15:25.249999872,2.0
248500,17.0,51.0,32.0,8.938431,88.88,32.07,15,2020-07-24 13:15:25.406249984,2.0
248526,17.0,54.0,29.0,8.985003,88.7,32.09,15,2020-07-24 13:15:26.218749952,2.0
248531,17.0,54.0,27.0,9.02473,88.7,32.09,15,2020-07-24 13:15:26.375000064,2.0
248532,17.0,55.0,27.0,9.02473,88.7,32.09,15,2020-07-24 13:15:26.406249984,2.0
248537,17.0,55.0,26.0,9.050359,88.7,32.09,15,2020-07-24 13:15:26.562500096,2.0
248538,17.0,55.0,26.0,9.050359,88.7,32.09,15,2020-07-24 13:15:26.593750016,2.0
248543,17.0,55.0,27.0,9.088804,88.7,32.09,15,2020-07-24 13:15:26.750000128,2.0
248570,17.0,54.0,30.0,9.160567,88.5,32.07,15,2020-07-24 13:15:27.593750016,2.0
248583,17.0,53.0,30.0,9.16313,88.35,31.99,15,2020-07-24 13:15:28.000000000,2.0
248584,17.0,53.0,29.0,9.16313,88.35,31.99,15,2020-07-24 13:15:28.031249920,2.0
248585,17.0,53.0,29.0,9.16313,88.35,31.99,15,2020-07-24 13:15:28.062500096,2.0
248586,17.0,54.0,29.0,9.16313,88.35,31.99,15,2020-07-24 13:15:28.093750016,2.0
248589,17.0,54.0,29.0,9.16313,88.35,31.99,15,2020-07-24 13:15:28.187500032,2.0
248590,17.0,54.0,29.0,9.16313,88.35,31.99,15,2020-07-24 13:15:28.218749952,2.0
248592,17.0,54.0,27.0,9.166974,88.35,31.99,15,2020-07-24 13:15:28.281250048,2.0
248594,17.0,54.0,28.0,9.166974,88.35,31.99,15,2020-07-24 13:15:28.343749888,2.0
248595,17.0,54.0,28.0,9.166974,88.35,31.99,15,2020-07-24 13:15:28.375000064,2.0
248976,17.0,54.0,29.0,9.202856,88.5,32.27,15,2020-07-24 13:15:40.281250048,2.0
248977,17.0,54.0,28.0,9.202856,88.5,32.27,15,2020-07-24 13:15:40.312499968,2.0
248987,17.0,54.0,29.0,9.234893,88.5,32.27,15,2020-07-24 13:15:40.624999936,2.0
248990,17.0,55.0,30.0,9.234893,88.5,32.27,15,2020-07-24 13:15:40.718749952,2.0
248991,17.0,54.0,28.0,9.255397,88.5,32.27,15,2020-07-24 13:15:40.750000128,2.0
248992,17.0,54.0,27.0,9.255397,88.5,32.27,15,2020-07-24 13:15:40.781250048,2.0
248993,17.0,55.0,27.0,9.255397,88.5,32.27,15,2020-07-24 13:15:40.812499968,2.0
249009,17.0,54.0,29.0,9.3451,88.65,32.25,15,2020-07-24 13:15:41.312499968,2.0
249010,17.0,54.0,28.0,9.3451,88.65,32.25,15,2020-07-24 13:15:41.343749888,2.0
249013,17.0,54.0,26.0,9.3451,88.65,32.25,15,2020-07-24 13:15:41.437499904,2.0
249014,17.0,54.0,27.0,9.3451,88.65,32.25,15,2020-07-24 13:15:41.468750080,2.0
249019,17.0,55.0,27.0,9.354072,88.65,32.25,15,2020-07-24 13:15:41.624999936,2.0
249022,17.0,54.0,28.0,9.354072,88.65,32.25,15,2020-07-24 13:15:41.718749952,2.0
249025,17.0,55.0,28.0,9.348946,88.65,32.25,15,2020-07-24 13:15:41.812499968,2.0
249026,17.0,54.0,28.0,9.348946,88.65,32.25,15,2020-07-24 13:15:41.843749888,2.0
249027,17.0,54.0,27.0,9.348946,88.65,32.25,15,2020-07-24 13:15:41.875000064,2.0
249033,17.0,53.0,29.0,9.341256,88.72,32.25,15,2020-07-24 13:15:42.062500096,2.0
249035,17.0,54.0,30.0,9.341256,88.72,32.25,15,2020-07-24 13:15:42.124999936,2.0
249038,17.0,54.0,28.0,9.341256,88.72,32.25,15,2020-07-24 13:15:42.218749952,2.0
249039,17.0,54.0,29.0,9.337412,88.72,32.25,15,2020-07-24 13:15:42.249999872,2.0
249041,17.0,54.0,29.0,9.337412,88.72,32.25,15,2020-07-24 13:15:42.312499968,2.0
249042,17.0,54.0,29.0,9.337412,88.72,32.25,15,2020-07-24 13:15:42.343749888,2.0
249045,17.0,55.0,28.0,9.337412,88.72,32.25,15,2020-07-24 13:15:42.437499904,2.0
249046,17.0,54.0,29.0,9.337412,88.72,32.25,15,2020-07-24 13:15:42.468750080,2.0
249047,17.0,54.0,29.0,9.31819,88.72,32.25,15,2020-07-24 13:15:42.500000000,2.0
249049,17.0,53.0,29.0,9.31819,88.72,32.25,15,2020-07-24 13:15:42.562500096,2.0
249050,17.0,54.0,28.0,9.31819,88.72,32.25,15,2020-07-24 13:15:42.593750016,2.0
249051,17.0,53.0,28.0,9.31819,88.72,32.25,15,2020-07-24 13:15:42.624999936,2.0
249052,17.0,55.0,29.0,9.31819,88.72,32.25,15,2020-07-24 13:15:42.656250112,2.0
249055,17.0,54.0,30.0,9.305375,88.72,32.25,15,2020-07-24 13:15:42.750000128,2.0
249056,17.0,54.0,28.0,9.305375,88.72,32.25,15,2020-07-24 13:15:42.781250048,2.0
249057,17.0,54.0,29.0,9.305375,88.72,32.25,15,2020-07-24 13:15:42.812499968,2.0
249059,17.0,54.0,29.0,9.305375,88.72,32.25,15,2020-07-24 13:15:42.875000064,2.0
249060,17.0,54.0,29.0,9.305375,88.72,32.25,15,2020-07-24 13:15:42.906249984,2.0
249063,17.0,54.0,29.0,9.304093,88.87,32.29,15,2020-07-24 13:15:43.000000000,2.0
249064,17.0,54.0,28.0,9.304093,88.87,32.29,15,2020-07-24 13:15:43.031249920,2.0
249065,17.0,53.0,29.0,9.304093,88.87,32.29,15,2020-07-24 13:15:43.062500096,2.0
249066,17.0,53.0,29.0,9.304093,88.87,32.29,15,2020-07-24 13:15:43.093750016,2.0
249067,17.0,54.0,29.0,9.304093,88.87,32.29,15,2020-07-24 13:15:43.124999936,2.0
249071,17.0,54.0,30.0,9.291279,88.87,32.29,15,2020-07-24 13:15:43.249999872,2.0
249072,17.0,54.0,29.0,9.291279,88.87,32.29,15,2020-07-24 13:15:43.281250048,2.0
249074,17.0,54.0,29.0,9.291279,88.87,32.29,15,2020-07-24 13:15:43.343749888,2.0
249076,17.0,54.0,29.0,9.291279,88.87,32.29,15,2020-07-24 13:15:43.406249984,2.0
249078,17.0,54.0,29.0,9.291279,88.87,32.29,15,2020-07-24 13:15:43.468750080,2.0
249081,17.0,54.0,29.0,9.274619,88.87,32.29,15,2020-07-24 13:15:43.562500096,2.0
249085,17.0,54.0,29.0,9.274619,88.87,32.29,15,2020-07-24 13:15:43.687500032,2.0
249087,17.0,54.0,29.0,9.25796,88.87,32.29,15,2020-07-24 13:15:43.750000128,2.0
249088,17.0,54.0,29.0,9.25796,88.87,32.29,15,2020-07-24 13:15:43.781250048,2.0
249090,17.0,54.0,29.0,9.25796,88.87,32.29,15,2020-07-24 13:15:43.843749888,2.0
249091,17.0,53.0,29.0,9.25796,88.87,32.29,15,2020-07-24 13:15:43.875000064,2.0
249096,17.0,54.0,29.0,9.264367,89.03,32.23,15,2020-07-24 13:15:44.031249920,2.0
249103,17.0,53.0,30.0,9.251553,89.03,32.23,15,2020-07-24 13:15:44.249999872,2.0
249104,17.0,53.0,29.0,9.251553,89.03,32.23,15,2020-07-24 13:15:44.281250048,2.0
249125,17.0,54.0,30.0,9.218234,89.03,32.23,15,2020-07-24 13:15:44.937499904,2.0
249138,17.0,54.0,28.0,9.182352,89.17,32.25,15,2020-07-24 13:15:45.343749888,2.0
249143,17.0,54.0,29.0,9.150315,89.17,32.25,15,2020-07-24 13:15:45.500000000,2.0
249146,17.0,54.0,29.0,9.150315,89.17,32.25,15,2020-07-24 13:15:45.593750016,2.0
249150,17.0,53.0,30.0,9.150315,89.17,32.25,15,2020-07-24 13:15:45.718749952,2.0
249151,17.0,54.0,30.0,9.159286,89.17,32.25,15,2020-07-24 13:15:45.750000128,2.0
249152,17.0,54.0,30.0,9.159286,89.17,32.25,15,2020-07-24 13:15:45.781250048,2.0
249155,17.0,54.0,29.0,9.159286,89.17,32.25,15,2020-07-24 13:15:45.875000064,2.0
249158,17.0,54.0,29.0,9.159286,89.17,32.25,15,2020-07-24 13:15:45.968750080,2.0
249159,17.0,54.0,28.0,9.168256,89.28,32.23,15,2020-07-24 13:15:46.000000000,2.0
249160,17.0,54.0,28.0,9.168256,89.28,32.23,15,2020-07-24 13:15:46.031249920,2.0
249168,17.0,54.0,27.0,9.169538,89.28,32.23,15,2020-07-24 13:15:46.281250048,2.0
249169,17.0,54.0,27.0,9.169538,89.28,32.23,15,2020-07-24 13:15:46.312499968,2.0
249173,17.0,54.0,28.0,9.169538,89.28,32.23,15,2020-07-24 13:15:46.437499904,2.0
249174,17.0,54.0,28.0,9.169538,89.28,32.23,15,2020-07-24 13:15:46.468750080,2.0
249175,17.0,54.0,28.0,9.174664,89.28,32.23,15,2020-07-24 13:15:46.500000000,2.0
249176,17.0,54.0,28.0,9.174664,89.28,32.23,15,2020-07-24 13:15:46.531249920,2.0
249177,17.0,54.0,28.0,9.174664,89.28,32.23,15,2020-07-24 13:15:46.562500096,2.0
249178,17.0,54.0,28.0,9.174664,89.28,32.23,15,2020-07-24 13:15:46.593750016,2.0
249179,17.0,54.0,28.0,9.174664,89.28,32.23,15,2020-07-24 13:15:46.624999936,2.0
249181,17.0,54.0,28.0,9.174664,89.28,32.23,15,2020-07-24 13:15:46.687500032,2.0
249182,17.0,54.0,29.0,9.174664,89.28,32.23,15,2020-07-24 13:15:46.718749952,2.0
249183,17.0,53.0,29.0,9.18107,89.28,32.23,15,2020-07-24 13:15:46.750000128,2.0
249184,17.0,54.0,30.0,9.18107,89.28,32.23,15,2020-07-24 13:15:46.781250048,2.0
249187,17.0,55.0,27.0,9.18107,89.28,32.23,15,2020-07-24 13:15:46.875000064,2.0
249188,17.0,55.0,27.0,9.18107,89.28,32.23,15,2020-07-24 13:15:46.906249984,2.0
249189,17.0,55.0,28.0,9.18107,89.28,32.23,15,2020-07-24 13:15:46.937499904,2.0
249190,17.0,54.0,28.0,9.18107,89.28,32.23,15,2020-07-24 13:15:46.968750080,2.0
249191,17.0,54.0,29.0,9.202856,89.33,32.21,15,2020-07-24 13:15:47.000000000,2.0
249196,17.0,54.0,27.0,9.202856,89.33,32.21,15,2020-07-24 13:15:47.156250112,2.0
249197,17.0,54.0,27.0,9.202856,89.33,32.21,15,2020-07-24 13:15:47.187500032,2.0
249200,17.0,54.0,28.0,9.209264,89.33,32.21,15,2020-07-24 13:15:47.281250048,2.0
249203,17.0,56.0,27.0,9.209264,89.33,32.21,15,2020-07-24 13:15:47.375000064,2.0
249666,17.0,54.0,29.0,10.233624,87.25,32.07,15,2020-07-24 13:16:01.843749888,2.0
249679,17.0,54.0,29.0,10.233624,87.2,31.97,15,2020-07-24 13:16:02.249999872,2.0
249685,17.0,53.0,31.0,10.233624,87.2,31.97,15,2020-07-24 13:16:02.437499904,2.0
249686,17.0,53.0,29.0,10.233624,87.2,31.97,15,2020-07-24 13:16:02.468750080,2.0
249689,17.0,53.0,29.0,10.225935,87.2,31.97,15,2020-07-24 13:16:02.562500096,2.0
249690,17.0,53.0,31.0,10.225935,87.2,31.97,15,2020-07-24 13:16:02.593750016,2.0
249691,17.0,53.0,33.0,10.225935,87.2,31.97,15,2020-07-24 13:16:02.624999936,2.0
249692,17.0,53.0,31.0,10.225935,87.2,31.97,15,2020-07-24 13:16:02.656250112,2.0
249700,17.0,55.0,26.0,10.210557,87.2,31.97,15,2020-07-24 13:16:02.906249984,2.0
249701,17.0,54.0,26.0,10.210557,87.2,31.97,15,2020-07-24 13:16:02.937499904,2.0
249702,17.0,54.0,26.0,10.210557,87.2,31.97,15,2020-07-24 13:16:02.968750080,2.0
249703,17.0,55.0,26.0,10.197742,87.17,32.09,15,2020-07-24 13:16:03.000000000,2.0
249708,17.0,55.0,29.0,10.197742,87.17,32.09,15,2020-07-24 13:16:03.156250112,2.0
249725,17.0,55.0,26.0,10.158016,87.17,32.09,15,2020-07-24 13:16:03.687500032,2.0
249729,17.0,54.0,29.0,10.15289,87.17,32.09,15,2020-07-24 13:16:03.812499968,2.0
249730,17.0,55.0,28.0,10.15289,87.17,32.09,15,2020-07-24 13:16:03.843749888,2.0
249732,17.0,54.0,27.0,10.15289,87.17,32.09,15,2020-07-24 13:16:03.906249984,2.0
249737,17.0,55.0,28.0,10.163142,87.15,32.05,15,2020-07-24 13:16:04.062500096,2.0
249738,17.0,55.0,27.0,10.163142,87.15,32.05,15,2020-07-24 13:16:04.093750016,2.0
249750,17.0,53.0,30.0,10.164423,87.15,32.05,15,2020-07-24 13:16:04.468750080,2.0
249761,17.0,54.0,27.0,10.15289,87.15,32.05,15,2020-07-24 13:16:04.812499968,2.0
249763,17.0,55.0,27.0,10.15289,87.15,32.05,15,2020-07-24 13:16:04.875000064,2.0
249778,17.0,54.0,29.0,10.143919,87.22,32.03,15,2020-07-24 13:16:05.343749888,2.0
249784,17.0,54.0,29.0,10.149045,87.22,32.03,15,2020-07-24 13:16:05.531249920,2.0
249792,17.0,54.0,29.0,10.206712,87.22,32.03,15,2020-07-24 13:16:05.781250048,2.0
249795,17.0,54.0,28.0,10.206712,87.22,32.03,15,2020-07-24 13:16:05.875000064,2.0
249796,17.0,54.0,28.0,10.206712,87.22,32.03,15,2020-07-24 13:16:05.906249984,2.0
249797,17.0,54.0,28.0,10.206712,87.22,32.03,15,2020-07-24 13:16:05.937499904,2.0
249812,17.0,55.0,26.0,10.415594,87.28,32.03,15,2020-07-24 13:16:06.406249984,2.0
249813,17.0,55.0,26.0,10.415594,87.28,32.03,15,2020-07-24 13:16:06.437499904,2.0
249822,17.0,53.0,31.0,10.479669,87.28,32.03,15,2020-07-24 13:16:06.718749952,2.0
249831,17.0,55.0,26.0,10.477106,87.32,32.0,15,2020-07-24 13:16:07.000000000,2.0
249832,17.0,55.0,26.0,10.477106,87.32,32.0,15,2020-07-24 13:16:07.031249920,2.0
249841,17.0,55.0,27.0,10.407906,87.32,32.0,15,2020-07-24 13:16:07.312499968,2.0
249854,17.0,54.0,27.0,10.348957,87.32,32.0,15,2020-07-24 13:16:07.718749952,2.0
